sample_id,gold_label,MiniMax-M2.7,GPT-OSS-120b,Qwen3.6-35B,gemini-2.5-flash,meta/llama-3.3-70b-instruct-maas,google/gemma-4-26b-a4b-it-maas,Apertus-8B
6281254#0#s6,1,1,1,1,1,1,1,1
6281254#0#s7,1,1,1,1,1,1,0,0
6281254#0#s8,0,0,0,0,0,1,0,1
6281254#0#s9,0,0,0,0,0,0,0,1
6281254#0#s10,1,1,1,1,1,1,1,1
6281254#0#s11,1,1,1,1,1,1,1,1
6281254#0#s12,1,0,1,0,0,0,0,1
6281254#0#s13,1,1,0,0,1,0,0,1
6281254#0#s14,0,0,0,0,0,1,0,1
6281254#0#s15,1,1,1,1,1,1,1,1
6281254#0#s16,1,1,1,1,1,1,0,0
6281254#0#s17,0,0,0,0,0,1,0,1
6281254#0#s18,0,0,0,0,0,0,0,1
6281254#0#s19,1,1,1,1,1,1,1,1
6281254#0#s20,1,1,1,1,1,1,1,1
6281254#0#s21,1,0,1,0,1,0,0,1
6281254#0#s22,1,1,0,0,0,0,0,1
6281254#0#s23,0,0,0,0,0,0,0,1
6281254#0#s24,1,1,1,1,1,1,1,1
6281254#0#s25,1,1,1,1,1,1,0,0
1184095#0#s0,1,0,1,1,1,1,1,1
1184095#0#s1,1,1,0,1,1,1,0,1
1184095#0#s2,1,0,0,1,1,1,0,1
1184095#0#s3,0,0,0,0,0,0,0,1
1184095#0#s4,1,1,0,0,0,0,0,1
1184095#0#s5,1,0,0,1,1,0,0,1
1184095#0#s6,0,0,0,0,0,0,0,1
1184095#0#s7,1,1,0,1,1,1,1,1
1184095#0#s8,1,1,0,1,0,1,0,1
1184095#0#s9,1,1,0,1,1,1,0,1
1184095#0#s10,0,0,0,0,0,0,0,0
1184095#0#s11,1,0,1,0,1,0,0,1
11806555#0#s0,1,1,1,1,1,1,1,1
16121#0#s0,1,1,1,1,1,1,1,1
16121#0#s1,0,0,1,0,0,1,0,1
14175600#0#s0,1,1,1,1,1,1,1,1
14175600#0#s1,0,0,0,0,0,0,0,1
14378647#0#s0,1,0,0,0,0,1,0,0
175429#0#s0,1,1,1,1,1,1,1,1
175429#0#s1,1,1,1,1,1,1,1,1
9910246#0#s0,1,1,1,1,1,1,1,1
10630979#0#s0,0,1,1,1,1,1,1,1
10630979#0#s1,1,1,1,1,1,1,1,1
3758035#0#s0,0,1,1,1,1,1,1,1
7249896#0#s0,0,1,1,1,1,1,1,1
7249896#0#s1,0,1,1,1,1,1,1,0
12683503#0#s0,0,0,0,0,0,0,0,0
12683503#0#s1,0,0,0,0,0,0,0,1
12683503#0#s2,0,0,0,0,0,0,0,1
12683503#0#s3,0,0,0,0,0,0,0,0
12683503#0#s4,0,0,0,0,0,0,0,0
12683503#0#s5,0,0,0,0,0,0,0,0
12683503#0#s6,0,0,0,0,0,0,0,0
12683503#0#s7,0,0,0,0,0,0,0,0
12683503#0#s8,0,0,0,0,0,0,0,0
12683503#0#s9,0,0,0,0,0,0,0,0
12683503#0#s10,0,0,0,0,0,0,0,1
12683503#0#s11,0,0,0,0,0,0,0,1
12683503#0#s12,0,0,0,0,0,0,0,0
12683503#0#s13,0,0,0,0,0,0,0,0
12683503#0#s14,0,0,0,0,0,0,0,0
12683503#0#s15,0,0,0,0,0,0,0,0
12683503#0#s16,0,0,0,0,0,0,0,1
12683503#0#s17,0,0,0,0,0,0,0,0
12683503#0#s18,0,0,0,0,0,0,0,1
12683503#0#s19,0,0,0,0,0,0,0,0
12683503#0#s20,0,0,0,0,0,0,0,1
12683503#0#s21,0,0,0,0,0,0,0,0
12683503#0#s22,0,0,0,0,0,0,0,1
12683503#0#s23,0,0,0,0,0,0,0,0
12683503#0#s24,0,0,0,0,0,0,0,1
12683503#0#s25,0,0,0,0,0,0,0,0
12683503#0#s26,0,0,0,0,0,0,0,1
12683503#0#s27,0,0,0,0,0,0,0,0
12683503#0#s28,0,0,0,0,0,0,0,1
12683503#0#s29,0,0,0,0,0,0,0,0
12683503#0#s30,0,0,0,0,0,0,0,1
12683503#0#s31,0,0,0,0,0,0,0,0
12683503#0#s32,0,0,0,0,0,0,0,1
12683503#0#s33,0,0,0,0,0,0,0,0
12683503#0#s34,0,0,0,0,0,0,0,1
12683503#0#s35,0,0,0,0,0,0,0,0
12683503#0#s36,0,0,0,0,0,0,0,1
70690#0#s0,1,0,1,0,0,1,0,1
70690#0#s1,1,0,0,1,0,1,1,1
12788971#0#s0,0,0,0,0,0,1,0,0
12788971#0#s1,0,1,1,1,1,1,0,1
12788971#0#s2,0,1,0,0,0,0,0,0
12788971#0#s3,1,1,1,1,1,1,1,1
12788971#0#s4,1,0,0,0,0,0,0,0
3592864#0#s0,1,1,1,1,1,1,1,1
3592864#0#s1,1,1,1,1,1,1,1,1
1308887#0#s0,0,0,1,0,1,1,0,1
658645#0#s0,1,1,1,0,1,1,1,0
658645#0#s1,1,1,0,1,1,1,1,1
3419872#0#s0,1,1,1,1,1,0,1,1
13886505#0#s0,0,0,0,0,0,0,0,0
12387616#0#s0,1,1,0,1,1,1,1,1
12387616#0#s1,1,0,0,0,0,0,0,0
12387616#0#s2,1,0,0,1,0,0,0,1
12387616#0#s3,1,0,0,0,0,0,0,1
12387616#0#s4,1,1,1,0,1,1,0,1
12387616#0#s5,0,0,0,0,0,1,0,1
12387616#0#s6,1,1,1,1,1,1,1,1
12387616#0#s7,0,0,0,0,0,0,0,1
77716#0#s0,1,1,1,1,0,1,1,1
77716#0#s1,0,0,1,0,1,0,0,0
77716#0#s2,0,0,0,0,0,0,0,0
11381528#0#s0,1,0,0,0,0,1,0,1
11381528#0#s1,1,1,0,0,1,1,0,1
3426573#0#s0,0,1,1,1,1,1,1,1
3426573#0#s1,1,1,1,0,0,0,1,1
3426573#0#s2,1,0,1,0,0,0,0,0
3426573#0#s3,1,0,0,0,0,0,0,1
3426573#0#s4,1,0,0,0,0,0,0,1
3426573#0#s5,1,0,0,0,0,0,0,1
3426573#0#s6,1,0,1,1,1,1,1,1
3426573#0#s7,1,1,0,0,0,0,0,1
3426573#0#s8,1,0,0,0,0,0,0,1
2830154#0#s0,1,0,0,0,0,1,0,0
1147078#0#s0,0,0,0,0,0,0,0,0
183441#0#s0,1,0,0,0,0,0,0,1
183441#0#s1,1,0,0,1,1,1,0,1
183441#0#s2,1,0,0,1,1,0,1,1
183441#0#s3,1,0,0,1,1,1,0,0
183441#0#s4,1,0,0,1,1,1,1,1
183441#0#s5,1,1,0,1,1,1,1,0
183441#0#s6,1,0,0,1,1,1,1,0
183441#0#s7,1,1,0,1,0,1,1,1
1225093#0#s0,0,1,0,1,1,1,0,1
1225093#0#s1,1,1,1,1,1,0,1,1
4063085#0#s0,0,0,0,0,0,0,1,0
4063085#0#s1,1,0,0,1,0,1,0,0
4063085#0#s2,0,0,0,0,0,0,0,0
8811877#0#s0,1,1,1,1,1,0,1,0
5537121#0#s0,1,1,1,1,1,1,1,1
20328#0#s0,0,0,1,0,1,1,1,1
8491623#0#s0,1,0,0,0,0,0,0,1
8491623#0#s1,0,0,0,0,0,0,0,1
8491623#0#s2,0,0,0,0,0,0,0,0
8491623#0#s3,0,0,0,0,0,0,0,0
8491623#0#s4,0,0,1,0,1,1,1,0
8491623#0#s5,0,0,0,0,0,0,0,0
8491623#0#s6,0,0,0,0,0,0,0,0
8491623#0#s7,0,0,0,0,0,0,0,0
7736436#0#s0,1,0,0,1,0,1,0,1
7736436#0#s1,0,0,0,0,0,0,0,1
7736436#0#s2,0,0,0,0,1,1,0,1
7736436#0#s3,0,0,0,0,0,0,0,1
14528055#0#s0,1,0,1,0,0,0,0,0
14528055#0#s1,1,0,0,0,0,1,0,0
14528055#0#s2,1,1,1,1,1,1,1,0
14528055#0#s3,1,0,1,0,1,0,1,0
14528055#0#s4,1,1,1,1,1,1,1,0
14528055#0#s5,1,0,0,0,0,1,0,0
2893208#0#s0,1,1,1,1,1,1,1,1
2893208#0#s1,1,1,1,1,1,1,1,1
4478124#0#s0,1,1,0,1,1,1,0,1
4478124#0#s1,1,0,0,0,0,0,0,1
4478124#0#s2,1,0,0,1,0,1,0,1
4478124#0#s3,1,0,0,0,1,0,0,1
4478124#0#s4,1,0,0,0,0,0,0,0
10921932#0#s0,1,1,1,1,1,1,1,1
10921932#0#s1,1,1,1,1,1,1,1,1
10921932#0#s2,1,1,1,1,1,1,1,1
10661819#0#s0,0,0,0,0,1,1,0,1
8089854#0#s0,0,1,0,1,1,1,1,1
8089854#0#s1,0,0,0,0,0,0,0,1
12831637#0#s0,0,0,0,0,1,0,0,1
12831637#0#s1,0,0,0,0,0,0,0,1
1694400#0#s0,1,1,1,1,1,1,1,0
1694400#0#s1,1,0,0,0,0,0,0,1
138#0#s0,0,0,0,0,0,1,0,1
13042387#0#s0,1,1,1,1,1,1,1,1
13042387#0#s1,1,0,0,1,1,1,1,1
1755#0#s0,0,0,0,0,0,1,0,1
1755#0#s1,0,0,0,0,0,0,0,0
1755#0#s2,0,0,0,0,0,0,0,0
